id,year,group,points,problem_number
14_1113_p4_b793b4bc-0746-4f05-8fe9-c9d725e042b4,2014,11-13,5,25
14_1113_p4_96dfd626-2263-4d21-abfc-65ee67b0aebf,2014,11-13,5,27
14_1113_p4_9bfc6749-059a-4bc2-8fa1-ec34ac3ecd7d,2014,11-13,5,29
14_34_p1_27aa054f-8da8-451a-b904-9b02f68b7150,2014,3-4,3,4
14_34_p2_8df7c87c-4f19-4ba7-9f3e-5142a6dad7fd,2014,3-4,3,8
14_34_p2_33a7e8fd-6d7d-4d51-9521-91008a003e33,2014,3-4,4,11
14_34_p3_a851198d-73bd-4993-90af-5b37d5ec5a52,2014,3-4,4,14
14_34_p4_a39ec3cd-811c-41aa-b78e-034bffd9c12f,2014,3-4,5,20
14_34_p4_a6377dd4-7650-49bf-b62e-d811e80ab5fa,2014,3-4,5,22
14_34_p4_fc04f9bc-0b78-4337-baf1-a682820b6b76,2014,3-4,5,23
14_34_p4_db42ec57-8afd-419c-bb83-7f46c0edd795,2014,3-4,5,24
14_56_p1_c12fff66-4092-49f9-8364-b588ac7251d1,2014,5-6,3,1
14_56_p1_4ade219a-9b1d-4f6a-8431-a9dc34232646,2014,5-6,3,2
14_56_p2_5d01a0bd-6d0f-41af-b7d1-b7dd915a8a5e,2014,5-6,3,6
14_56_p2_2fda6410-79bf-4742-93b5-8fc8f5e0cb07,2014,5-6,3,8
14_56_p2_000741e2-9a1e-4350-9e2c-e877c5645510,2014,5-6,4,10
14_56_p3_3f7f78f0-5768-42b7-a027-114118da1294,2014,5-6,4,13
14_56_p4_eeaad0f8-8c65-42da-b628-d57164942a2b,2014,5-6,5,19
14_56_p4_6ef5fa06-ab06-4f65-a6de-d8429c6c5d1c,2014,5-6,5,23
14_78_p1_9fb82d82-4f9a-4810-a11d-e1b148fbe7e8,2014,7-8,3,2
14_78_p1_bcbceab4-f09f-4e8d-b1bc-418d5c0e9017,2014,7-8,3,3
14_78_p1_e2c413a7-6c83-4923-8815-47ced5b1a531,2014,7-8,3,5
14_78_p1_2d75eae2-c216-4087-aa05-7457c78347fc,2014,7-8,3,7
14_78_p2_2ef9fb88-f475-4233-82f6-e555ce4d7db4,2014,7-8,3,9
14_78_p2_34d06338-1dc9-4cd1-ab0d-c4de51dbd137,2014,7-8,4,11
14_78_p3_e37ee17a-2535-4794-b053-fdd319d21641,2014,7-8,4,17
14_78_p3_c08f1d30-ecb3-43d5-8919-b1da68e133a7,2014,7-8,4,20
14_78_p3_ec5fa758-739c-4491-a0f8-a4429bc77c98,2014,7-8,5,21
14_78_p4_00b994db-37d8-4b93-8ba3-c1d39556ac05,2014,7-8,5,24
14_78_p4_71f5c88c-ee38-4570-bc7a-dc2168bf90dd,2014,7-8,5,26
14_78_p4_9a3e1a31-f2a0-4473-bc5c-82bf1ba3bed1,2014,7-8,5,28
14_910_p1_b48d6505-6e15-4c19-bc12-0a257b649d94,2014,9-10,3,4
14_910_p1_cc911b49-17a5-4acb-981f-500ef0675ba1,2014,9-10,3,6
14_910_p2_aabf1eab-7895-461c-a2a2-85ca2cbb5fae,2014,9-10,3,8
14_910_p2_e845ab3f-38c5-4be4-9c7c-43c2a57a2634,2014,9-10,4,15
14_910_p3_82b84e00-e9a9-4cdd-a380-96d48ee6cb1d,2014,9-10,4,16
14_910_p3_f08a2a37-7854-4644-838e-02092e424729,2014,9-10,4,19
14_910_p3_b4291218-a734-4bb2-8f74-54da02a5039a,2014,9-10,5,21
14_910_p4_cc16b840-e914-4230-ab98-288b748e7435,2014,9-10,5,24
14_910_p4_7f298c93-25c5-4555-9850-51e420b4e325,2014,9-10,5,26
14_910_p4_e06062d3-afce-4ca0-8393-ca359df309ff,2014,9-10,5,30
15_1113_p1_5b3dd8a3-65d5-4e40-a674-be0f010dd160,2015,11-13,3,2
15_1113_p2_f673bf65-9569-4893-980b-a8dd82ea4bc7,2015,11-13,3,9
15_1113_p2_d98e6e25-dcb3-4b0e-8289-59de3133e2b8,2015,11-13,4,11
15_1113_p2_92ff261d-fc42-422a-9ece-dde662cce68e,2015,11-13,4,14
15_1113_p3_ecdaed0b-3d4a-42ad-9693-1141e77859c8,2015,11-13,4,16
15_1113_p3_0df4bbef-0567-47fc-8dbb-3ce16e234c24,2015,11-13,4,18
15_1113_p3_94d5dd19-5fa2-4887-924d-ebc4ddcf8f6e,2015,11-13,4,20
15_1113_p4_89c78c0b-1776-4b65-924d-9764e733779d,2015,11-13,5,25
15_1113_p4_496b1746-a40f-4e4d-aa71-ec69fe313b42,2015,11-13,5,27
15_34_p1_a9cc3b09-1be3-4e70-b639-5ce4f95beeaa,2015,3-4,3,1
15_34_p2_729ba9c0-810a-4b40-93e0-836fee7b3440,2015,3-4,3,6
15_34_p2_7599f022-df2b-4a01-86f6-3a41e207de31,2015,3-4,4,10
15_34_p3_36a570fc-ebde-49fb-b966-807f8bc67b5f,2015,3-4,4,13
15_34_p3_92be2f6d-a424-456f-974c-878f3eb2fdef,2015,3-4,5,18
15_34_p4_4834a30a-e94d-4eac-bd62-71aeb0c78db0,2015,3-4,5,20
15_34_p4_5d53d6cc-3fac-4508-a412-56090060cf54,2015,3-4,5,22
15_34_p4_89827bf6-3345-4ef6-bbb7-e291a82c595f,2015,3-4,5,23
15_56_p1_dbea659c-66af-48ad-9c51-c8e5e9256e5d,2015,5-6,3,2
15_56_p1_b0286b87-6dd9-4054-a54e-934094dbfb1f,2015,5-6,3,3
15_56_p2_96fda14a-4e38-42eb-80b1-a21be52f9369,2015,5-6,3,7
15_56_p2_48ab88d2-e550-45ef-8cba-737651cc2168,2015,5-6,4,9
15_56_p2_befcf006-a986-4810-b05e-6f0714ace9e6,2015,5-6,4,12
15_56_p3_755e7c3c-e00a-495e-92c6-d18e075c1340,2015,5-6,4,14
15_56_p3_280630d0-0a4f-4c70-ae0d-442aa2664266,2015,5-6,4,15
15_56_p3_36a659c3-23b3-432f-ab37-5f5d4f3622fe,2015,5-6,5,17
15_56_p3_741adf30-41b0-491d-9bd2-5d2d610a95f5,2015,5-6,5,18
15_56_p4_cc78ad0b-8cb5-4295-91e9-f46ecfbdd0fa,2015,5-6,5,20
15_56_p4_7ed2ea24-2331-4f06-8190-1bcc66a508e5,2015,5-6,5,22
15_78_p1_53910678-0f80-4896-b42f-e6f2e563b614,2015,7-8,3,6
15_78_p2_1ea58054-763f-40ec-be33-f0890c600651,2015,7-8,3,8
15_78_p2_1ce63344-7fb1-4a25-b7dc-faff440f492a,2015,7-8,4,13
15_78_p2_82f90bdb-2761-4f45-b9fd-acb595814dbc,2015,7-8,4,15
15_78_p3_3a5a41fa-51d3-43ee-8dd1-ea8f014e000f,2015,7-8,4,19
15_78_p3_1f8d7fc4-9cd5-4cb6-b4d0-bd1e645bcb1f,2015,7-8,5,21
15_78_p4_36142906-eb6d-4ab4-91b5-81b81e646d1c,2015,7-8,5,25
15_78_p4_97b293ba-7af3-4900-9015-5650e0d86fa3,2015,7-8,5,27
15_78_p4_afbbfda6-66c8-46e5-8b9c-fd947c217464,2015,7-8,5,29
15_910_p1_20725960-aa09-42eb-87a4-a9ddfe963309,2015,9-10,3,3
15_910_p1_e882c942-1f9a-489b-9339-b40cecbc24fb,2015,9-10,3,6
15_910_p2_81da515c-5b29-4a5f-8b3d-d445874a36df,2015,9-10,3,10
15_910_p2_ab36292b-6d08-49c5-a55f-692162a56006,2015,9-10,4,14
15_910_p3_55c56e37-fc71-4192-813c-983fd3b0ce97,2015,9-10,4,17
15_910_p3_fd7cae9d-123a-44b0-98f3-1b1b1daeff4c,2015,9-10,4,18
15_910_p3_5210514b-3c03-495a-ba98-e9b8f15d7caf,2015,9-10,4,20
15_910_p3_e0805778-2e43-46db-a622-1dba83370985,2015,9-10,5,21
15_910_p4_f827ce26-9cf8-4cdd-a153-5d412e21a403,2015,9-10,5,24
15_910_p4_a08d225a-afbd-461d-a8d9-d085b9abda1a,2015,9-10,5,26
15_910_p4_27d7e37a-8d21-419f-8d1b-460abc5af14f,2015,9-10,5,28
16_1113_p2_903a304e-566a-4aad-91af-9d351f43b163,2016,11-13,3,8
16_1113_p2_7718b1e5-b5b7-4f17-baf9-3b12b4641dbf,2016,11-13,3,10
16_1113_p2_a4615646-5129-4b38-9c4d-639c3d4f873b,2016,11-13,4,14
16_1113_p3_774ad774-5b42-4fba-80ae-d4a3c06f7110,2016,11-13,4,17
16_1113_p3_b1666c4b-da5d-4c9a-a79b-9e4d3c0ef109,2016,11-13,4,20
16_1113_p4_71590fbf-f063-4d20-81b4-84e93b0a541c,2016,11-13,5,23
16_1113_p4_f9aff172-3809-4d8e-b363-ad90f8b79d94,2016,11-13,5,25
16_1113_p4_9f6f2290-e626-4900-8b6d-0d6feff402e7,2016,11-13,5,26
16_1113_p4_f2b529ed-0446-41fc-a8dd-7b4298cddf72,2016,11-13,5,29
16_34_p1_36576251-313a-43be-a904-13c7add8700e,2016,3-4,3,1
16_34_p1_292174dd-e8e4-4633-b240-1eedc27153d4,2016,3-4,3,2
16_34_p2_0b9a68d2-c9d4-4ecc-838f-4a12a72b0d60,2016,3-4,3,6
16_34_p2_8c3fe267-6078-4874-a532-3880f421f067,2016,3-4,4,10
16_34_p2_74e8e8b6-bc05-4948-a152-838333ab45a6,2016,3-4,4,11
16_34_p3_cf016965-a56c-4c75-b13c-1c3ccaa27cd3,2016,3-4,4,12
16_34_p3_3ea9212b-fc21-44db-a2f9-1464bbfc1d8c,2016,3-4,4,13
16_34_p3_a12d84d9-d643-4a02-baf0-f1439ca91482,2016,3-4,4,14
16_34_p3_58c87067-3e49-45bc-8f15-5d1c2a966b1c,2016,3-4,4,16
16_34_p4_491f67a8-d23f-491d-a867-33bac50f8e34,2016,3-4,5,24
16_56_p1_98908a92-8160-4ddc-a17b-d981c3fe9a8e,2016,5-6,3,5
16_56_p2_64381a16-53fe-4955-8af5-6f23c54c12f5,2016,5-6,3,6
16_56_p2_9cb262f2-0176-4fe9-92f3-c705b52947ff,2016,5-6,3,8
16_56_p2_6a15e779-17a7-41ba-af8c-16eca5f8a2ed,2016,5-6,4,12
16_56_p3_2b14dbea-23bf-4c4f-837f-fca73c365d20,2016,5-6,4,14
16_56_p4_dd364845-d66e-4c4b-951a-cef1aced57b9,2016,5-6,5,19
16_78_p1_68080636-004a-48b4-88e6-382b6a309a13,2016,7-8,3,7
16_78_p2_879347b4-c228-4a10-b3bf-5ec7aa6b473e,2016,7-8,3,8
16_78_p2_01a38676-b22e-4d66-be14-bb08766daaae,2016,7-8,4,15
16_78_p3_e72fe760-a8b3-4172-b17a-f39d24f6db9d,2016,7-8,4,16
16_78_p3_8d2a5b15-2f77-4f63-9743-780a89b74c74,2016,7-8,4,18
16_78_p3_9f595957-a173-483a-8872-a6937d110931,2016,7-8,4,20
16_78_p4_7cbafdcb-0303-4a37-ab46-06eda4decedf,2016,7-8,5,24
16_78_p4_b82e5cd8-9503-49f3-91c5-beddb21bfc7f,2016,7-8,5,26
16_78_p4_4c2271cd-ece6-4992-8578-d487f5938c2f,2016,7-8,5,27
16_78_p4_5a6adfc1-b590-45cf-8994-ca01430ed6c8,2016,7-8,5,29
16_910_p2_b1886e29-0502-4848-8c1d-abd917ea7f6b,2016,9-10,3,9
16_910_p2_ddc9735a-bccd-4649-9621-a2203a83a0df,2016,9-10,4,14
16_910_p2_021aaaea-322c-4628-b0ae-5278873f26ff,2016,9-10,4,15
16_910_p3_0106bda0-792e-41ac-92ff-9631fcb6bb5b,2016,9-10,4,17
16_910_p3_cd14f45c-52af-4211-9ef5-3d80529c468f,2016,9-10,4,19
16_910_p3_8f9e41e6-e9c3-4673-932f-91c3251e5cd8,2016,9-10,5,21
16_910_p4_f8bf8b7b-fe82-44ec-86b9-6d91291f015c,2016,9-10,5,25
16_910_p4_ed6ba2fa-2f45-47d1-be6e-74ec2694cfc8,2016,9-10,5,27
16_910_p4_c3a14705-03cf-4310-90c9-3953086a88dc,2016,9-10,5,28
17_1113_p1_3914b097-ac33-4d47-9cd6-054c08011dee,2017,11-13,3,4
17_1113_p1_776572c9-d93f-46f1-93e5-221f17ce5697,2017,11-13,3,7
17_1113_p2_9d29f43c-364e-474c-9179-b994f0c0d231,2017,11-13,4,12
17_1113_p2_cdcf611f-2cda-4321-bf01-fdccad91c270,2017,11-13,4,14
17_1113_p3_0ce55e80-5ee3-4e86-b628-ffbaa23974e1,2017,11-13,4,15
17_1113_p3_565f443c-cac1-4296-be51-8e02f1ef374f,2017,11-13,4,17
17_1113_p3_0fcfb3e8-66d6-4512-b089-3593dc8a4adb,2017,11-13,4,19
17_1113_p3_a19fadf2-020e-4ad6-9a57-646304f0efbb,2017,11-13,5,21
17_1113_p4_3c9f678e-fc5a-4f9c-ac3c-ce2b6190cff6,2017,11-13,5,24
17_1113_p4_cd67a30b-04c1-48b5-afea-907eb71e2b05,2017,11-13,5,29
17_34_p1_2fcdffd8-efd0-4629-bc17-ebd7cb9af930,2017,3-4,3,2
17_34_p1_ff490982-c3aa-4f6a-8347-5f8373f64712,2017,3-4,3,3
17_34_p2_94a5e846-f5e9-4aff-998c-b57752ded15a,2017,3-4,3,8
17_34_p3_33421163-caa9-4880-b39b-cb91721d1654,2017,3-4,4,14
17_34_p3_60bb6df1-8dab-4fa5-9fda-02d36f740125,2017,3-4,4,15
17_34_p3_3b77aca0-1afe-47e7-929b-d5987581b4f0,2017,3-4,4,16
17_34_p3_3b7b4e99-2e9f-4a64-99a9-b06dcac91a76,2017,3-4,5,17
17_34_p4_53fd4c99-4a27-4386-8729-c97f79bcc5c8,2017,3-4,5,18
17_56_p1_372cb2a0-3859-414c-9fc4-9f6956232daf,2017,5-6,3,4
17_56_p2_0bf2ac39-3698-43de-8843-c00bd875ee80,2017,5-6,4,9
17_56_p2_5f82bbeb-0255-4f27-b62f-c948f82b8f91,2017,5-6,4,11
17_56_p3_13b2da65-1c12-4e8c-89d1-010f82387f39,2017,5-6,4,15
17_56_p3_1a9034ca-5a55-430f-9273-82922ad13b9b,2017,5-6,5,17
17_56_p3_2b9b5196-549d-4584-93de-c02b8a213c28,2017,5-6,5,18
17_56_p4_84f87a06-0210-4b61-82cc-fb4ba4dba4a5,2017,5-6,5,21
17_56_p4_04c6ac98-9014-498e-97ca-2608418b70d0,2017,5-6,5,23
17_56_p4_2de6589a-090c-4653-adf2-3dfedf11ce2b,2017,5-6,5,24
17_78_p1_6bc001c4-f20a-4439-89c1-7f9562b8a9b5,2017,7-8,3,3
17_78_p1_0a1915b6-8b0b-44e7-9a00-fe3ef8714990,2017,7-8,3,5
17_78_p2_1a2af057-1413-43f5-aded-cb736146bc48,2017,7-8,3,8
17_78_p2_c593d23a-5843-4517-985c-c5a3f4387746,2017,7-8,4,11
17_78_p2_98b04022-5b94-4168-bede-39d0de01b4f2,2017,7-8,4,12
17_78_p2_a7be998c-eacb-4c05-9306-d166b56c2170,2017,7-8,4,14
17_78_p3_8ea2bdb5-da5e-4997-a805-bb4670a23c1b,2017,7-8,4,16
17_78_p3_f5041d7d-1232-4aeb-8769-74a467acf714,2017,7-8,4,18
17_78_p3_1d012f15-d9f7-41ba-8cc5-255851ac798a,2017,7-8,4,20
17_78_p4_43249dce-95ba-4d37-90e7-2735fec4f78f,2017,7-8,5,24
17_78_p4_d8d5a78c-f8db-4594-8da6-1966875468d4,2017,7-8,5,27
17_78_p4_d821d81e-e6da-48ee-898a-63aa0b0392fb,2017,7-8,5,29
17_78_p4_2029db32-97cc-4f0b-a356-8d3645dbe0d6,2017,7-8,5,30
17_910_p1_217014db-ab9c-4aaa-94f5-3ef0a995cdc6,2017,9-10,3,1
17_910_p1_d4f1b621-9f8b-470c-88e7-e324697927a7,2017,9-10,3,4
17_910_p2_1b4214a7-3896-4f3f-8eb1-b237dddeccf5,2017,9-10,3,7
17_910_p2_7be10eef-b9ac-4516-ac25-41610843491b,2017,9-10,4,12
17_910_p2_5683b576-6d29-42e2-8605-97fbc643ee51,2017,9-10,4,13
17_910_p3_cb9b8087-9ee9-42e7-a67b-776c2cbf2869,2017,9-10,4,16
17_910_p3_eafb37fe-6fd1-4de5-beca-4e8e850cd1f9,2017,9-10,4,18
17_910_p3_96666d7e-c3a6-4a67-bbaf-0e14bdd89e42,2017,9-10,5,23
17_910_p4_8c06cc20-847d-4754-bddb-c8964a36b033,2017,9-10,5,25
17_910_p4_cb60d7af-ec5e-4a00-9d4c-5aac530c58e0,2017,9-10,5,27
17_910_p4_31b6f7d1-4638-4a76-8b0c-28342c9b561c,2017,9-10,5,28
17_910_p4_4c840609-636e-42d8-a11d-d4ec47a60b3e,2017,9-10,5,29
18_1113_p1_698b7bc1-8247-4f70-ad94-af9abec6105e,2018,11-13,3,4
18_1113_p1_854a6bda-fcfb-49b7-98c3-29d9a849b947,2018,11-13,3,7
18_1113_p2_24c5200c-e07b-4ee5-a4c5-b189f9df89cc,2018,11-13,4,13
18_1113_p2_17c5f2dd-c9c9-442e-a5bb-773e1ed77b16,2018,11-13,4,15
18_1113_p3_9f187f41-dd25-41be-b7da-64fe9741f753,2018,11-13,4,16
18_1113_p3_2058bd7e-3efa-406f-84d7-afddbf228b57,2018,11-13,4,17
18_1113_p3_23655049-77b8-4935-9ee5-8830cabc6251,2018,11-13,5,21
18_1113_p3_cdb399cf-e934-4cc3-85ed-6e880f0ab479,2018,11-13,5,22
18_1113_p4_0feb4c89-73e1-4502-8dd1-4de702a60eb1,2018,11-13,5,26
18_34_p1_7f96aea6-cd5a-48fe-88fa-f980b9fffa7d,2018,3-4,3,1
18_34_p1_e35b7a51-c65a-4401-9ea2-7b3e68ba33bd,2018,3-4,3,2
18_34_p1_1875f5a5-31ec-4e2e-88b4-216b258776ee,2018,3-4,3,4
18_34_p2_e3bd8532-80c1-47da-8c6b-d5b714c0e74e,2018,3-4,3,8
18_34_p2_b197442b-604f-4781-a268-bf673047bd9e,2018,3-4,4,9
18_34_p3_8f2038f3-119b-4a2d-8797-3da61a64e1c7,2018,3-4,4,13
18_34_p3_d77738b0-b02c-4c34-b932-b9e26c6ee6ff,2018,3-4,4,15
18_34_p3_f07f04ca-cad5-41d0-afbc-71ff2c84d203,2018,3-4,5,17
18_34_p3_52d3371e-9d50-4fce-92d3-4dcab279660f,2018,3-4,5,18
18_34_p4_dadec95d-29f7-419f-9f8f-d272212f7bbc,2018,3-4,5,21
18_34_p4_458a4c29-2e17-409a-992a-271b1850d2ff,2018,3-4,5,24
18_56_p1_ee6aadfa-43aa-497c-a1de-018941a7d644,2018,5-6,3,4
18_56_p2_0574b4b2-f7f0-4a0e-8b66-6782597e45a9,2018,5-6,3,6
18_56_p2_0c36cb28-76bb-4e0a-b63f-924d271b6b02,2018,5-6,3,7
18_56_p2_c20f78fa-f3ed-4fe9-b615-50041aaf1353,2018,5-6,3,8
18_56_p2_0c00c5d4-a558-4dce-a532-35e23f3395a2,2018,5-6,4,10
18_56_p3_04899a0d-0348-4558-9766-47c612005a4f,2018,5-6,4,12
18_56_p3_f05d51bc-04e4-4158-b7ec-3fcad2038d97,2018,5-6,4,15
18_56_p3_3f8edc73-24e5-43b1-9f00-4acc4fe8eb35,2018,5-6,5,18
18_56_p4_87e23f96-113b-41b2-9ae0-9d1ace8d6e4a,2018,5-6,5,20
18_56_p4_7de5e59b-0c82-4440-86a9-40f11628df69,2018,5-6,5,24
18_78_p1_4f4979bc-e3be-4bce-b38b-c9f9b7a8662e,2018,7-8,3,4
18_78_p1_1b560af7-e4d7-4501-9f44-86bc20ad9a10,2018,7-8,3,6
18_78_p2_c562ee84-20da-4246-86bd-5aea499d772b,2018,7-8,3,10
18_78_p2_5678ceaf-c470-4117-b590-f4c610f3026a,2018,7-8,4,11
18_78_p2_8dd10cac-b568-4e1c-9f8c-73b8b8d0c894,2018,7-8,4,13
18_78_p2_aeda691e-e03c-4bab-b5fa-8a64708fe249,2018,7-8,4,15
18_78_p2_ef45c84a-79bb-4751-9217-60207c42826e,2018,7-8,4,16
18_78_p3_cccbdf51-6b98-46a6-9251-6200bd06b0a7,2018,7-8,4,18
18_78_p3_b38bea41-80b3-481e-b543-676d2ab2eff0,2018,7-8,4,19
18_78_p3_b174ff6f-d4aa-40e0-8e95-098f6e5cc495,2018,7-8,5,21
18_78_p3_489313fb-c985-463c-b923-2e1088cc6c5f,2018,7-8,5,22
18_78_p3_5eecedfb-d57f-440e-8d08-d2d0a177af87,2018,7-8,5,23
18_78_p4_4f8d3fb9-3755-4a77-8281-ee5f0b2a15c2,2018,7-8,5,25
18_78_p4_e69e1eb0-4a6b-4c3a-97df-5e5b51676d29,2018,7-8,5,28
18_78_p4_f2ae7f3d-4215-4ef8-99e2-4a958a95100e,2018,7-8,5,30
18_910_p1_65bad5cb-4873-424e-b1a1-5949f7d0aa11,2018,9-10,3,2
18_910_p1_d2f4d9bd-6f42-46ca-92b3-714c63537c10,2018,9-10,3,7
18_910_p2_c6174caa-b05c-49fe-ab7a-61586abaae40,2018,9-10,3,9
18_910_p2_a7e6e224-295e-437b-9b35-b7fb58ca5994,2018,9-10,4,12
18_910_p2_40f907f2-5626-4d90-afb8-4200a525304e,2018,9-10,4,14
18_910_p3_304714d5-6a9c-433e-bc5c-da6b0c9e4358,2018,9-10,4,16
18_910_p3_1276d67c-7ab0-4d5a-b521-64efa94e82b0,2018,9-10,4,20
18_910_p4_d2d58b9f-9d97-4f1e-ab24-097ef29eca94,2018,9-10,5,24
18_910_p4_d2c4ce31-91aa-436a-b0f9-a652a188ea86,2018,9-10,5,28
19_1113_p1_73c08b64-2707-4c4b-98e7-d4d99db45a59,2019,11-13,3,1
19_1113_p1_39244f83-a248-4429-ab00-498690f77eed,2019,11-13,3,4
19_1113_p1_3d49e86e-3a2d-49d9-8fb3-8cf3df7d6823,2019,11-13,3,7
19_1113_p2_840d2b2b-3ec8-43c6-bf47-aea58d85006a,2019,11-13,4,12
19_1113_p3_19e90a91-bdd7-4299-8d6a-ea8050e39cb1,2019,11-13,4,15
19_1113_p3_6cbc2f67-555d-405a-981b-c9e09228e356,2019,11-13,4,17
19_1113_p3_60851bb4-0984-4edb-83cb-e4183094334b,2019,11-13,5,21
19_1113_p4_39921a50-abd2-4479-9f4d-6108fd206906,2019,11-13,5,25
19_1113_p4_026b9c8d-42a7-46a0-bb5a-8de2d5be768b,2019,11-13,5,28
19_34_p1_c8b0264f-ac01-41ef-847b-268834e3ae5e,2019,3-4,3,2
19_34_p1_972fde50-b7a6-4cf8-87e2-5440736bd178,2019,3-4,3,5
19_34_p2_d553b624-316d-490c-805b-59d89502e33c,2019,3-4,4,10
19_34_p2_727fe14d-35ab-4c0c-8766-3912b5aa9a77,2019,3-4,4,12
19_34_p3_83c940b4-6ae4-40cb-8fed-2b6f3e1be1cd,2019,3-4,4,13
19_34_p3_c1da77d5-cbfb-4302-8451-abe70ee667b6,2019,3-4,4,16
19_34_p3_55d085cd-29ca-4c11-b5d9-314e370b8ce2,2019,3-4,5,17
19_34_p4_e528e840-daae-447d-baf4-013ac2b818ff,2019,3-4,5,19
19_34_p4_7833f5ae-38c4-4a5c-a684-4449b41c4eff,2019,3-4,5,20
19_34_p4_44734f52-1631-45ee-aa36-6a5ab553207f,2019,3-4,5,22
19_34_p4_5ebf7187-8b77-4f35-8b0a-f93d5e8e5656,2019,3-4,5,23
19_34_p4_bbd2c3d3-1581-4e94-a729-715d9eae2bf3,2019,3-4,5,24
19_56_p2_e454e4be-9fd2-4154-b27c-d1cbd14019aa,2019,5-6,4,9
19_56_p2_2027ffc2-eb4b-44da-a1d4-9ccecd2ac91c,2019,5-6,4,10
19_56_p3_4659d78a-590a-4628-97c8-9e121050425d,2019,5-6,4,14
19_56_p3_3dd8a5a1-39ff-4429-844a-bc1e759ac1b5,2019,5-6,4,16
19_56_p3_0dc3da41-468c-4ef0-8ff4-92a0bd3a7c4d,2019,5-6,5,17
19_56_p4_8a6bbf39-35c5-40d0-ab01-5f964915cc37,2019,5-6,5,18
19_56_p4_746eaa07-9e82-4c7a-bfee-58f75843524d,2019,5-6,5,21
19_78_p1_5d14ed8e-8cdd-4411-9f62-28538e540ae4,2019,7-8,3,6
19_78_p2_0a7e9292-bb30-45f1-859f-c7943a4635d1,2019,7-8,3,10
19_78_p2_e5f5749e-71bf-40c3-98d1-6f064009deec,2019,7-8,4,11
19_78_p2_be90c590-93a5-4712-98df-d88a81bbbfc1,2019,7-8,4,15
19_78_p3_9cb660fb-bc73-449f-81db-d855d2cef051,2019,7-8,4,16
19_78_p3_410e9ec2-3fbd-45f2-9c64-1589cff064b7,2019,7-8,4,18
19_78_p3_4a0fcbeb-5b3b-447f-95f3-55564b9638a9,2019,7-8,4,20
19_78_p4_6922f5b8-1aa7-473c-95c6-de8f6fc7963a,2019,7-8,5,23
19_78_p4_2d4aa4a2-d9ef-45f5-99e5-36b971e93cab,2019,7-8,5,25
19_78_p4_904402e5-37eb-4bd5-a70a-c2fdcce910f8,2019,7-8,5,27
19_910_p2_fa27cb13-dc03-4310-bdfa-f252b242e024,2019,9-10,3,8
19_910_p2_1f09cbd8-15e4-4df7-9f09-099ecbdaed13,2019,9-10,3,10
19_910_p2_469b28fc-960b-491c-80a3-0a52f6a8267a,2019,9-10,4,13
19_910_p2_e0e2e22e-5d1b-49e9-b307-1589d1f19057,2019,9-10,4,15
19_910_p3_7573a2c7-2b07-4bc6-899b-6b0743c18c65,2019,9-10,4,16
19_910_p3_836f4d91-6b03-4be6-ac13-adc7bfce8893,2019,9-10,4,19
19_910_p4_f8966518-f887-4f19-b98b-9594070fc96d,2019,9-10,5,24
19_910_p4_5c96037f-109c-4052-993a-41c634fd73a2,2019,9-10,5,25
19_910_p4_2eff80fd-f08b-459b-a4ff-70e613788c69,2019,9-10,5,29
20_1113_p1_8837d7bc-08c8-423c-b299-0cd45b2a5358,2020,11-13,3,4
20_1113_p1_df5d6be0-3bc8-4ab9-aaea-a49450b52f65,2020,11-13,3,5
20_1113_p2_4119f1d8-8683-4ebb-99a1-f4bd78f5713c,2020,11-13,3,8
20_1113_p2_6494e741-9976-4fee-a613-a7e63c857cce,2020,11-13,4,12
20_1113_p2_929bd9be-c614-428e-8208-bb58ab69ee67,2020,11-13,4,13
20_1113_p2_1291e444-896c-44cd-b8be-6ab3d286da50,2020,11-13,4,14
20_1113_p3_7541b379-3ec1-4e89-b634-8a142457c688,2020,11-13,4,18
20_1113_p3_ed68af52-6061-4e07-a046-8d8f0845e515,2020,11-13,4,20
20_1113_p3_f4488684-343e-4624-a28c-9f93afcee36e,2020,11-13,5,21
20_1113_p3_ba334f2f-a260-4ffe-906b-2f125258e72a,2020,11-13,5,23
20_1113_p4_a5a009ea-f1af-4762-902c-9a4fb2f73f6d,2020,11-13,5,24
20_1113_p4_8415448b-09f4-4264-97a2-f830c9ea5182,2020,11-13,5,26
20_1113_p4_48054146-1578-49b3-8773-a2de6f5d869f,2020,11-13,5,28
20_34_p2_9d17549c-a2cd-4f98-b70d-f4f7b4a90733,2020,3-4,3,8
20_34_p2_a15ad85f-d816-4fad-ba5b-022a5989fa1c,2020,3-4,4,9
20_34_p3_1bfd8ef4-3c0f-4e75-bba7-65444b9ec7d2,2020,3-4,4,14
20_34_p3_40b910dc-87ce-41fe-a5fd-8dda1152976a,2020,3-4,4,16
20_34_p3_ec1ebb69-a9a6-44a4-ad9a-6af99a253089,2020,3-4,5,17
20_34_p4_291ca865-bdae-4a60-8511-28e8ded4bd7b,2020,3-4,5,19
20_34_p4_51b95e28-67d4-4310-8b59-014e57c7d141,2020,3-4,5,24
20_56_p1_291efa13-e723-4264-bf3a-da55adcf8ba3,2020,5-6,3,4
20_56_p1_aade33a8-e8f2-4fcb-8ffb-de5912fc8380,2020,5-6,3,5
20_56_p2_ec2224b6-3071-4207-9849-a0147b1f2ae4,2020,5-6,3,6
